ConceptScheme URI,http://w3id.org/permafrost/v/nrcglossary/scheme,,,,,,,,,,,
http://w3id.org/permafrost/v/nrcglossary/t0106,fragmoidal cryogenic fabric,,"A distinct soil micromorphology, resulting from the effects of freezing and thawing processes, in which soil particles form discrete units that are coalescing (see Figure 8b).","This fabric, found in cryosols, commonly occurs in soil horizons close to the freezing front, where soil material is subject to ice lense formation.",,,,t0106,,,,https://doi.org/10.4224/20386666
http://w3id.org/permafrost/v/nrcglossary/t0107,free water,,Free water is that portion of the pore water that is free to move between interconnected pores under the influence of gravity.,"The term free water also covers water in fissures, solution channels, and other openings in soils or rocks. The temperature at which free water will change phase depends primarily on its dissolved-solids content, which determines the freezing- point depression.",,,,t0107,,,,https://doi.org/10.4224/20386667
http://w3id.org/permafrost/v/nrcglossary/t0108,freeze-thaw cycle,,Freezing of a material followed by thawing.,"Natural freeze-thaw cycles consist of the freezing and subsequent thawing during a freezing season and the following thawing season. In laboratory experiments and geotechnical testing, freeze-thaw cycles are usually much shorter (several days to a few months).",,,,t0108,,,,https://doi.org/10.4224/20386668
http://w3id.org/permafrost/v/nrcglossary/t0109,freezeback,regel ,Refreezing of thawed materials.,"This term is used to describe: 1. seasonal refreezing of the thawed active layer (see Figure 4), or 2. refreezing of soil thawed as a result of construction activity or drilling of a well in permafrost, and of soil placed as backfill or a slurry around foundations or engineering facilities buried or embedded in frozen ground, e.g., pipelines, piles or shallow foundations in permafrost.",,,,t0109,,,,https://doi.org/10.4224/20386669
http://w3id.org/permafrost/v/nrcglossary/t0110,freezing (of ground),engel ,The changing of phase from water to ice in soil or rock.,The temperature at which ground freezing starts may be lower than 0�C as a result of freezing-point depression.,,,,t0110,,,,https://doi.org/10.4224/20386670
http://w3id.org/permafrost/v/nrcglossary/t0111,freezing front,front de gel ,The advancing boundary between frozen (or partially frozen) ground and unfrozen ground (see Figures 4 and 5).,"In the usual case, where the active layer extends to the permafrost table, two freezing fronts will be present during annual freezing of the ground, one moving downward from the ground surface, the other moving upward from the permafrost table. The freezing front may not coincide with the 0�C isotherm (cryofront).",,"freezing plane, frost front",,t0111,,,,https://doi.org/10.4224/20386671
http://w3id.org/permafrost/v/nrcglossary/t0112,freezing index,indice de gel ,The cumulative number of degree-days below 0�C for a given time period.,"Four main types of air freezing indices have been used: 1. approximate freezing index - calculated from the mean monthly air temperatures for a specific station without making corrections for positive degree-days (T > 0�C) in spring and fall (Boyd, 1973, 1979); 2. total annual freezing index - calculated by adding all the negative mean daily air temperatures (�C) for a specific station during a calendar year (Harris, 1981); 3. seasonal freezing index - calculated as the arithmetic sum of all the negative and positive mean daily air temperatures (�C) for a specific station during the time period between the highest point in the fall and the lowest point the next spring on the cumulative degree-day time curve (Huschke, 1959); 4. design freezing index - calculated by taking the average of the seasonal freezing indices for the three coldest winters in the most recent 30 years of record. If data for 30 years are not available, then the index is based on the coldest winter in the latest 10-year period of record (U.S. Army/Air Force, 1966). The total annual freezing index has been used to predict permafrost distribution, and the design freezing index is commonly used in engineering to estimate the maximum thickness of lake ice and the maximum depth of frost penetration in the ground. A surface (ground, pavement, etc.) freezing index differs from the air freezing index (see n-factor).",,,,t0112,,,,https://doi.org/10.4224/20386672
http://w3id.org/permafrost/v/nrcglossary/t0113,freezing point,,1. The temperature at which a pure liquid solidifies under atmospheric pressure. 2. The temperature at which a ground material starts to freeze. ,See also freezing-point depression.,,,,t0113,,,,https://doi.org/10.4224/20386673
http://w3id.org/permafrost/v/nrcglossary/t0114,freezing-point depression,abaissement du point de cong�lation ,The number of degrees by which the freezing point of an earth material is depressed below 0�C (see Figures 2 and 3).,"The highest temperature at which soil, water, ice and air can coexist at equilibrium. In soils, the freezing-point depression is due mainly to capillarity and surface adsorption. It depends on soil particle effects (curvature and nature of soil particle surfaces), pressure, and the effects of dissolved solids in the pore water. The freezing-point depression can often be determined from the ground temperature profile where it is the difference between the temperature at the base of the ice-bearing permafrost and 0�C.",,,,t0114,,,,https://doi.org/10.4224/20386674
http://w3id.org/permafrost/v/nrcglossary/t0115,freezing pressure,pression de gel ,The positive pressure developed at ice-water interfaces in a soil as it freezes.,"It is also known to result in a heaving pressure or frost-heave pressure that is responsible for the heaving of utilities, foundations and pavements. Ice-water interfaces occur at the contact between ice lenses and the frozen fringe.",,,,t0115,,,,https://doi.org/10.4224/20386675
http://w3id.org/permafrost/v/nrcglossary/t0116,friable permafrost,,Permafrost in which the soil particles are not held together by ice.,,,,,t0116,,,,https://doi.org/10.4224/20386676
http://w3id.org/permafrost/v/nrcglossary/t0117,frost,,The occurrence of air temperatures below 0�C. ,"An alternative definition states that ""frost is the condition existing when the surface temperature falls below freezing (0�C)"". In British usage, ""ground frost"" is recorded when a minimum thermometer just above a grass surface reads less than 30.4?F.",,,,t0117,,,,https://doi.org/10.4224/20386677
http://w3id.org/permafrost/v/nrcglossary/t0118,frost action,g�livation ,"The process of alternate freezing and thawing of moisture in soil, rock and other materials, and the resulting effects on materials and on structures placed on, or in, the ground.","Frost action in soils describes the detrimental processes of frost heave that occurs in the ground during the freezing period, and thaw weakening (followed by thaw settlement) that occurs as the seasonally frozen ground thaws. Although it normally refers to seasonal freezing and thawing processes and effects, the term ""frost action"" has also been used to describe the long-term heaving that occurs when soils are subjected continuously to a freezing temperature over a long period of time (years), e.g., under cold storage plants and buried chilled pipelines. Frost action contributes to the mechanical weathering (i.e., disintegration or breakdown) of soil and rock materials, by frost wedging, cryoturbation activity, and to the development of cryotexture and cryogenic fabric in soils.",,,,t0118,,,,https://doi.org/10.4224/20386678
http://w3id.org/permafrost/v/nrcglossary/t0119,frost blister,butte saisonni�re � noyau de glace ,A seasonal frost mound produced through doming of seasonally frozen ground by a subsurface accumulation of water under elevated hydraulic potential during progressive freezing of the active layer (see Figures 12 and 13).,Freezing of the accumulated subsurface water produces a domed layer of clear ice beneath the overlying frozen ground. Frost blisters are formed in a single winter; their decay may take more than a year. They are distinguished from icing blisters by the layer of seasonally frozen ground overlying the ice layer.,,"cryolaccolith, hydrolaccolith, seasonal pingo, winter pingo",,t0119,,,,https://doi.org/10.4224/20386679
http://w3id.org/permafrost/v/nrcglossary/t0120,frost boil,,"A small mound of soil material, presumed to have been formed by frost action (see Figure 16c, d).","A type of nonsorted circle; they are commonly found in fine-grained sediments underlain by permafrost, but also occur in non-permafrost areas. .", mud boil,,,t0120,,,,https://doi.org/10.4224/20386680
http://w3id.org/permafrost/v/nrcglossary/t0121,frost bulb,bulbe de gel ,A more or less symmetrical zone of frozen ground formed around a buried chilled pipeline or beneath or around a structure maintained at temperatures below 0�C (see Figure 23).,Heaving of the ground and/or of a structure or facility may occur as the frost bulb forms.,,,,t0121,,,,https://doi.org/10.4224/20386681
http://w3id.org/permafrost/v/nrcglossary/t0122,frost creep,reptation due au gel ,"The net downslope displacement that occurs when a soil, during a freeze- thaw cycle, expands normal to the ground surface and settles in a nearly vertical direction.",,,,,t0122,,,,https://doi.org/10.4224/20386682
http://w3id.org/permafrost/v/nrcglossary/t0123,frost heave,soul�vement d� au gel ,"The upward or outward movement of the ground surface (or objects on, or in, the ground) caused by the formation of ice in the soil (see Figure 7).","Frost action in fine-grained soils increases the volume of the soil not only by freezing of in situ pore water (? 9% expansion) but also by drawing water to the freezing front where ice lenses form. Soils that have undergone substantial heaving may consist of alternate layers of ice-saturated soil and relatively clear ice lenses. The lenses are formed normal to the direction of heat flow and when freezing penetrates from the ground surface (which may be horizontal, sloping or vertical), they form parallel to that surface. When unrestrained, the amount of surface heave may be almost as much as the total thickness of the ice lenses. Frost heave can occur seasonally or continuously if freezing of the ground proceeds without interruption over a period of years. Differential, or non-uniform, frost heaving is one of the main detrimental aspects of the frost action process and reflects the heterogeneous nature of most soils, or variations in heat removal rate and groundwater supply over short distances. Depending on the degree of restraint, large freezing pressures (up to 1 MPa) can be developed as the ground freezes. These can be transmitted to a foundation, structure or other object placed on the ground surface, or embedded or buried in the ground, as basal (i.e., vertical) forces acting on their underside, or through adfreezing of the soil to the sides of the foundation, structure or object.",,,,t0123,,,,https://doi.org/10.4224/20386683
http://w3id.org/permafrost/v/nrcglossary/t0124,frost-heave extent,,The difference between the elevations of the ground surface before and after the occurrence of frost heave.,,,,,t0124,,,,https://doi.org/10.4224/20386684
http://w3id.org/permafrost/v/nrcglossary/t0125,frost jacking,�jection g�livale ,"Cumulative upward displacement of objects embedded in the ground, caused by frost action.","Frost jacking results from basal or vertical freezing pressures acting on the underside of a foundation, structure or object, or from adfreezing of soil to the sides of these objects. The cumulative upward movement over a period of time (one or several freeze-thaw cycles) may result in the foundation unit or object being ejected from the ground. Fence posts and utility poles or towers are commonly affected, and both deep (pile) and shallow (post) foundations (e.g., used for bridges, wharves, unheated or lightweight buildings) have been seriously affected by frost jacking. Blocks of jointed or fractured bedrock have also been displaced upward by frost jacking.",,upfreezing,,t0125,,,,https://doi.org/10.4224/20386685
http://w3id.org/permafrost/v/nrcglossary/t0126,frost mound,butte cryog�ne ,Any mound-shaped landform produced by ground freezing combined with accumulation of ground ice due to groundwater movement or the migration of soil moisture.,"Various types of frost mounds, (e.g., frost blisters, icing blisters, palsas and pingos) can be distinguished on the basis of their structure and duration, and the character of the ice contained in them.",,"bugor, bulgunniakh, cryogenic mound, earth mound, frost hummock, ground-ice mound, tundra hummock",,t0126,,,,https://doi.org/10.4224/20386686
http://w3id.org/permafrost/v/nrcglossary/t0127,frost penetration,p�n�tration du gel ,The movement of the freezing front into the ground during freezing.,,,,,t0127,,,,https://doi.org/10.4224/20386687
http://w3id.org/permafrost/v/nrcglossary/t0128,frost phenomena,,"Effects on earth materials and on structures placed in or on the ground, resulting from frost action.",,,,,t0128,,,,https://doi.org/10.4224/20386688
http://w3id.org/permafrost/v/nrcglossary/t0129,frost shattering,,The mechanical disintegration of rock by the pressure of the freezing of water in pores and along grain boundaries.,Frost shattering is the process of grain loosening and rock disintegration by the freezing pressure of water in films of varying thickness on the surfaces of individual mineral grains. Freezing of the water drawn between the grains by various particle surface forces exerts sufficient differential pressure to loosen and separate the grains.,,,,t0129,,,,https://doi.org/10.4224/20386689
http://w3id.org/permafrost/v/nrcglossary/t0130,frost sorting,triage g�lival ,The differential movement of soil particles of different size ranges as a result of frost action.,Frost sorting often accompanies cryoturbation.,,,,t0130,,,,https://doi.org/10.4224/20386690
http://w3id.org/permafrost/v/nrcglossary/t0131,frost-stable ground,sol non g�lif ,Ground (soil or rock) in which little or no segregated ice forms during seasonal freezing.,"Significant cumulative ice segregation and frost heave may occur even in seasonally frost-stable ground (e.g., gravels and rock) under conditions of continuous freezing and plentiful water supply.",,non-frost-susceptible ground,,t0131,,,,https://doi.org/10.4224/20386691
http://w3id.org/permafrost/v/nrcglossary/t0132,frost-stable soil,,Soil in which little or no segregated ice forms during seasonal freezing.,,,non-frost-susceptible soil,,t0132,,,,https://doi.org/10.4224/20386692
http://w3id.org/permafrost/v/nrcglossary/t0133,frost-susceptible ground,sol g�lif ,Ground (soil or rock) in which segregated ice will form (causing frost heave) under the required conditions of moisture supply and temperature.,"Frost-susceptible ground will eventually become ice-rich, regardless of its initial total water content, if the appropriate moisture supply and temperature conditions persist. By implication, frost-susceptible ground may also be susceptible to thaw weakening effects when it thaws.",,frost-sensitive ground,,t0133,,,,https://doi.org/10.4224/20386693
http://w3id.org/permafrost/v/nrcglossary/t0134,frost-susceptible soil,,Soil in which segregated ice will form (causing frost heave) under the required conditions of moisture supply and temperature.,,,frost-sensitive soil,,t0134,,,,https://doi.org/10.4224/20386694
http://w3id.org/permafrost/v/nrcglossary/t0135,frost weathering,alt�ration due au gel ,"The disintegration and break-up of soil or rock by the combined action of frost shattering, frost wedging and hydration shattering.","Hydration shattering is the process of grain loosening and soil or rock disintegration by the wedging pressure of water in films of varying thickness on the surfaces of silicate minerals. Water is drawn between the grains by various particle surface forces and exerts sufficient differential pressure to loosen and separate the grains. The process can act in all climates without the aid of freezing and thawing. When combined with freezing and thawing (frost shattering and frost wedging), however, the resulting process of frost weathering can be a very efficient mechanism for the break-up of soil or rock.",, rock shattering,,t0135,,,,https://doi.org/10.4224/20386695
http://w3id.org/permafrost/v/nrcglossary/t0136,frost wedging,g�lifraction ,"The mechanical disintegration, splitting or break-up of rock by the pressure of the freezing of water in cracks, crevices, pores, joints or bedding planes.",A wide variety of terms has been used to describe what appears to be a single process.,"congelifraction, frost bursting, frost prying, frost riving, frost splitting, gelifraction",,,t0136,,,,https://doi.org/10.4224/20386696
http://w3id.org/permafrost/v/nrcglossary/t0137,frozen fringe,frange gel�e ,"The zone in a freezing, frost-susceptible soil between the warmest isotherm at which ice exists in pores and the isotherm at which the warmest ice lens is growing (see Figure 5).",The temperature at the growing ice lens is slightly below 0�C.,,,,t0137,,,,https://doi.org/10.4224/20386697
http://w3id.org/permafrost/v/nrcglossary/t0138,frozen ground,g�lisol ,Soil or rock in which part or all of the pore water has turned into ice.,"Perennially and seasonally frozen ground can vary from being partially to extensively frozen depending on the extent of the phase change. It may be described as hard frozen ground, plastic frozen ground, or dry frozen ground, depending on the pore ice and unfrozen water contents and its compressibility under load. Hard-frozen soils are firmly cemented by ice, are subject to brittle failure, and exhibit practically no consolidation under load. Plastic-frozen soils are cemented by ice but have viscous properties due to their high unfrozen water content and therefore will compress under load. Dry-, or friable-frozen, soils have a very low total water content and are not cemented by ice; their compressibility is the same as for unfrozen soils having the same composition, total water content and density.",,,,t0138,,,,https://doi.org/10.4224/20386698
http://w3id.org/permafrost/v/nrcglossary/t0139,gas hydrate,hydrate de gaz ,"A special form of solid clathrate compound in which crystal lattice cages or chambers, consisting of host molecules, enclose guest molecules.","Gas hydrates are formed under special temperature and pressure conditions. The host molecules are water, and the guest molecules may be a variety of gases, including argon, nitrogen, carbon dioxide, hydrogen sulfide, methane, ethane, halogens and other small molecules. In permafrost regions, gas hydrates are commonly found near the permafrost base and may lead to unexpected problems during drilling for hydrocarbons.",,,,t0139,,,,https://doi.org/10.4224/20386699
http://w3id.org/permafrost/v/nrcglossary/t0140,gelifluction,g�lijluxion ,The slow downslope flow of unfrozen earth materials on a frozen substrate.,Gelifluction is a type of solifluction implying the presence of either seasonal frost or permafrost.,,,,t0140,,,,https://doi.org/10.4224/20386700
http://w3id.org/permafrost/v/nrcglossary/t0141,geocryology,g�ocryotogie ,The study of earth materials having a temperature below 0�C.,"The term is derived from the Russian word ""geokriologiya"". Although glaciers are not excluded, the term is usually applied to the study of frozen ground, including seasonally frozen ground as well as permafrost.",,,,t0141,,,,https://doi.org/10.4224/20386701
http://w3id.org/permafrost/v/nrcglossary/t0142,geothermal gradient,,The rate of temperature increase with depth in the subsurface (see Figure 2).,Commonly expressed as �C per metre depth.,,,,t0142,,,,https://doi.org/10.4224/20386702
http://w3id.org/permafrost/v/nrcglossary/t0143,geothermal heat flux,,The amount of heat moving steadily outward from the interior of the earth through a unit area in unit time.,Commonly expressed as joules per square metre per second.,,,,t0143,,,,https://doi.org/10.4224/20386703
http://w3id.org/permafrost/v/nrcglossary/t0144,granic cryogenic fabric,,"A distinct soil micromorphology, resulting from the effects of freezing and thawing processes, in which soil particles form discrete loosely packed units (see Figure 8a).","This fabric, found in cryosols, is generally attributed to freeze-thaw processes and the formation of needle ice near the ground surface.",,,,t0144,,,,https://doi.org/10.4224/20386704
http://w3id.org/permafrost/v/nrcglossary/t0145,granoidic cryogenic fabric,,"A distinct soil micromorphology, resulting from the effects of freezing and thawing processes, in which soil particles form more or less discrete loosely packed units.","This fabric, found in cryosols, is generally attributed to freeze-thaw processes and the formation of needle ice near the ground surface.",,,,t0145,,,,https://doi.org/10.4224/20386705
http://w3id.org/permafrost/v/nrcglossary/t0146,gravimetric (total) water content,,"The ratio of the mass of the water and ice in a sample to the dry mass of the sample, commonly expressed as a percentage.","Because of the way it is defined, the gravimetric total water content can greatly exceed 100 percent. During thawing of a sample of frozen ground the gravimetric total water content remains constant, unless excess water is allowed to drain out of the sample.",,,,t0146,,,,https://doi.org/10.4224/20386706
http://w3id.org/permafrost/v/nrcglossary/t0147,ground ice,,A general term referring to all types of ice contained in freezing and frozen ground (see Figure 10).,"Ground ice occurs in pores, cavities, voids or other openings in soil or rock and includes massive ice. It generally excludes buried ice, except in Russian usage. Ground ice may be epigenetic or syngenetic, contemporaneous or relict, aggrading or degrading, perennial or seasonal. It may occur as lenses, wedges, veins, sheets, seams, irregular masses, or as individual crystals or coatings on mineral or organic particles. Perennial ground ice can only occur within permafrost bodies.",,,,t0147,https://doi.org/10.1002/ppp.1912,https://upload.wikimedia.org/wikipedia/commons/5/56/Permafrost_-_Massive_buried_ice_%28blue%29.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Permafrost_in_Herschel_Island_015.jpg/1280px-Permafrost_in_Herschel_Island_015.jpg,https://doi.org/10.4224/20386707
http://w3id.org/permafrost/v/nrcglossary/t0148,hard frozen ground,,Frozen ground (soil or rock) which is firmly cemented by ice.,"Hard frozen ground is subject to brittle failure, and exhibits practically no consolidation under load.",,,,t0148,,,,https://doi.org/10.4224/20386708
http://w3id.org/permafrost/v/nrcglossary/t0149,heat capacity,,The amount of heat required to raise the temperature of a unit mass of a substance by one degree.,"This term is a commonly used abbreviation of specific heat capacity, which does not include the effects of changes in latent heat due to the melting of ice or the freezing of water with changes in temperature. Because the phase change in a frozen soil often occurs gradually over a range of temperatures, the apparent heat capacity (covering both sensible and latent heat contents) may vary significantly with temperature.  Heat capacity is commonly expressed in Joules per kg per degree K.",,,,t0149,,,,https://doi.org/10.4224/20386709
http://w3id.org/permafrost/v/nrcglossary/t0150,heaving pressure,,Upward pressure developed during freezing of the ground.,"Heaving pressure develops during the formation of both pore ice and ice lenses. It is responsible for the heaving of utilities, foundations, pavements etc.",,,,t0150,,,,https://doi.org/10.4224/20386710
http://w3id.org/permafrost/v/nrcglossary/t0151,high-centre polygon,,An ice-wedge polygon in which melting of the surrounding ice wedges has left the central area in a relatively elevated position.,,,,,t0151,,,,https://doi.org/10.4224/20386711
http://w3id.org/permafrost/v/nrcglossary/t0152,hydraulic conductivity,,The volume of fluid passing through a unit cross section in unit time under the action of a unit hydraulic potential gradient.,"The hydraulic conductivity is a function of the viscosity and density of the fluid, which in turn depend on the fluid temperature. In practice it is commonly expressed in cm per second or m per day.",,,,t0152,,,,https://doi.org/10.4224/20386712
http://w3id.org/permafrost/v/nrcglossary/t0153,hydraulic diffusivity,,The ratio of the hydraulic conductivity and the storage capacity of a groundwater aquifer.,The hydraulic diffusivity expresses the facility with which an aquifer will undergo a pressure change.,,,,t0153,,,,https://doi.org/10.4224/20386713
http://w3id.org/permafrost/v/nrcglossary/t0154,hydraulic thawing,d�gel hydraulique ,Artificial thawing (and removal) of frozen ground by the use of a stream or jet of water under high pressure.,Hydraulic thawing (hydraulicking) is a common method of working frozen placer deposits in North America.,,,,t0154,,,,https://doi.org/10.4224/20386714
http://w3id.org/permafrost/v/nrcglossary/t0155,hydrochemical talik,,"A layer or body of cryotic (but unfrozen) ground in a permafrost area, maintained by moving mineralized groundwater (see Figure 11).","In a hydrochemical talik, freezing is prevented by freezing-point depression due to the dissolved-solids content of mineralized groundwater moving through the talik.",,,,t0155,,,,https://doi.org/10.4224/20386715
http://w3id.org/permafrost/v/nrcglossary/t0156,hydrothermal talik,,"A layer or body of noncryotic unfrozen ground in a permafrost area, maintained by moving groundwater (see Figure 11).","In a hydrothermal talik, the temperature is maintained above 0?C by the heat supplied by moving groundwater.",,,,t0156,,,,https://doi.org/10.4224/20386716
http://w3id.org/permafrost/v/nrcglossary/t0157,ice,glace ,Water in the solid state.,"Ice commonly occurs as hexagonal crystals. In permafrost regions, ice may occupy voids in soils and rocks and may develop in a variety of forms. Ice may be colourless to pale blue or greenish-blue. It may appear white due to included gas bubbles; in exposures, ground ice may also appear black. Various types of ground ice are defined elsewhere in this Glossary.",,,,t0157,,,,https://doi.org/10.4224/20386717
http://w3id.org/permafrost/v/nrcglossary/t0158,ice-bearing permafrost,,Permafrost that contains ice.,,,,,t0158,,,,https://doi.org/10.4224/20386718
http://w3id.org/permafrost/v/nrcglossary/t0159,ice-bonded permafrost,,Ice-bearing permafrost in which the soil particles are cemented together by ice.,"Frozen soils may be partially-bonded, poorly-bonded or friable, if the soil particles are held together (cemented) weakly by the ice. If ice bonding is strong, the soil is said to be well-bonded. The distinction between ice-bonded permafrost and permafrost that contains ice but in which the ice does not act as a cement, is particularly important in subsea permafrost, where the dissolved-solids content of the pore water affects the ability of ice to act as a cement. Acoustic geophysical methods can be used to delineate ice-bonded permafrost, but use of the term ""acoustically-defined permafrost"" is not recommended except as a modifier to describe the method used to determine the permafrost conditions.",,,,t0159,,,,https://doi.org/10.4224/20386719
http://w3id.org/permafrost/v/nrcglossary/t0160,ice content,teneur en glace ,The amount of ice contained in frozen or partially frozen soil or rock.,"Ice content is normally expressed in one of two ways: 1. on a dry-weight basis (gravimetric), as the ratio of the mass of the ice in a sample to the mass of the dry sample, expressed as a percentage, or 2. on a volume basis (volumetric), as the ratio of the volume of ice in a sample to the volume of the whole sample, expressed as a fraction. The volumetric ice content cannot exceed unity whereas the gravimetric ice content can greatly exceed 100 percent.",,,,t0160,,,,https://doi.org/10.4224/20386720
http://w3id.org/permafrost/v/nrcglossary/t0161,ice-cored topography,relief � noyaux de glace ,Topography that is due almost solely to differences in the amount of excess ice underlying its surface.,"The relief may be totally or partially due to thermokarst, or to irregular development of ground ice, primarily segregated ice, or to buried glacier ice. An example is the ""involuted hill"" near Tuktoyaktuk, N.W.T.",,,,t0161,,,,https://doi.org/10.4224/20386721
http://w3id.org/permafrost/v/nrcglossary/t0162,ice lens,,"A dominantly horizontal, lens-shaped body of ice of any dimension.",The term is commonly used for layers of segregated ice. Ice lenses may range in thickness from hairline to more than 10 m. Very thick and extensive ice lenses are better termed massive ice beds.,,,,t0162,,,,https://doi.org/10.4224/20386722
http://w3id.org/permafrost/v/nrcglossary/t0163,ice-nucleation temperature,temp�raturede nucl�ation de la glace,The temperature at which ice first forms during freezing of a soil/water system that does not initially contain ice.,The ice-nucleation temperature may be lower than 0�C due to freezing-point depression caused by the dissolved-solids content of the pore water.,,,,t0163,,,,https://doi.org/10.4224/20386723
http://w3id.org/permafrost/v/nrcglossary/t0164,ice-rich permafrost,,Permafrost containing excess ice.,A qualitative term. Ice-rich permafrost is thaw-sensitive.,,,,t0164,,,,https://doi.org/10.4224/20386724
http://w3id.org/permafrost/v/nrcglossary/t0165,ice segregation,,"The formation of discrete layers or lenses of segregated ice in freezing mineral or organic soils, as a result of the migration (and subsequent freezing) of pore water.",The migration of pore water to the frozen fringe is caused by cryosuction.,,,,t0165,,,,https://doi.org/10.4224/20386725
http://w3id.org/permafrost/v/nrcglossary/t0166,ice vein,veine de glace ,An ice-filled crack or fissure in the ground.,,,,,t0166,,,,https://doi.org/10.4224/20386726
http://w3id.org/permafrost/v/nrcglossary/t0167,ice wedge,coin de glace ,"A massive, generally wedge-shaped body with its apex pointing downward, composed of foliated or vertically banded, commonly white, ice (see Figure 17).","The size of ice wedges varies from less than 10 cm to more than 3 m in width at the top, commonly tapering to a feather edge at a depth of 1 to more than 10 m. Some ice wedges may extend downward as much as 25 m and may have shapes dissimilar to wedges. Epigenetic ice wedges are characteristically wedge-shaped, whereas syngenetic ice wedges and anti-syngenetic ice wedges are generally wedge-shaped but with more irregular sides (see also epigenetic permafrost, syngenetic permafrost). Ice wedges are formed in thermal contraction cracks in which hoar frost (see open-cavity ice) forms and into which water from melting snow penetrates in the spring. Repeated annual contraction cracking of the ice in the wedge, followed by freezing of water in the crack, gradually increases the width (and possibly the depth) of the wedge and causes vertical banding of the ice mass. The surface expression of ice wedges is generally a network of polygons. Ice wedges growing as a result of repeated (but not necessarily annual) winter cracking are called active ice wedges. They occur primarily in areas of continuous permafrost when developed in mineral soil. Inactive ice wedges can be stable and remain for many centuries without changing.",,,,t0167,"https://doi.org/10.1002/ppp.523; J. Ross Mackay. The frequency of ice-wedge cracking (1967�1987) at Garry Island, western Arctic coast, Canada. Canadian Journal of Earth Sciences. 29(2): 236-248. https://doi.org/10.1139/e92-022 ",https://upload.wikimedia.org/wikipedia/commons/c/c6/Ice_wedge.jpg,https://media.springernature.com/full/springer-static/image/chp%3A10.1007%2F978-1-4614-9213-9_193-1/MediaObjects/214584_0_En_193-1_Fig3_HTML.jpg?as=webp;https://upload.wikimedia.org/wikipedia/commons/7/7c/Ice_wedge_iceland.jpg,https://doi.org/10.4224/20386727
http://w3id.org/permafrost/v/nrcglossary/t0168,ice-wedge cast,fente en coin fossile ,A filling of sediment in the space formerly occupied by an ice wedge.,"An ice-wedge cast is a wedge of secondary filling. When the permafrost thawed, the ice wedge melted and the enclosing and overlying sediments collapsed into the resulting trough. An ice-wedge cast is one of the few acceptable criteria indicating the earlier presence of permafrost. The term ""fossil ice wedge"" is not recommended because ice is no longer present.",,ice-wedge pseudomorph,,t0168,,,,https://doi.org/10.4224/20386728
http://w3id.org/permafrost/v/nrcglossary/t0169,ice-wedge polygon,,A polygon outlined by ice wedges underlying its boundaries.,"Ice-wedge polygons occur in both mineral terrain and peatland, commonly in poorly drained permafrost areas.",,,,t0169,,,,https://doi.org/10.4224/20386729
http://w3id.org/permafrost/v/nrcglossary/t0170,iciness,,A qualitative term describing the quantity of ice in frozen ground.,"In Russian literature, the equivalent term is used to describe volumetric ice content of frozen, or partially frozen, soil or rock. The ""relative iciness"" is expressed as the ratio of the mass of ice to the total mass of water (ice and unfrozen water) present.",,,,t0170,,,,https://doi.org/10.4224/20386730
http://w3id.org/permafrost/v/nrcglossary/t0171,icing,gla�age ,"A sheetlike mass of layered ice formed on the ground surface, or on river or lake ice, by freezing of successive flows of water that may seep from the ground, flow from a spring or emerge from below river or lake ice through fractures.","Icings also occur in non-permafrost areas. Many icings incorporate snow. In North America the term ""icing"" is gradually replacing a variety of terms used in the past. Aufeis (German), flood ice, flood-plain icing, ice field, naled (Russian) and overflow ice usually indicated icings formed on river ice and floodplains. Chrystocrene (or crystocrene), ground icing, groundwater icing and spring icing usually indicated icings formed by freezing of ground-water discharge. Use of the term ""glacier"" to describe icings, which is common in Alaska and the Yukon, is inappropriate and should be avoided.",,,,t0171,,,,https://doi.org/10.4224/20386731
http://w3id.org/permafrost/v/nrcglossary/t0172,icing blister,d�me de gla�age ,A seasonal frost mound consisting of ice only and formed at least in part through lifting of one or more layers of an icing by injected water (see Figures 12 and 13).,"Freezing of the injected water will produce a layer of clear ice, contrasting with the overlying thinly layered ice of the icing. Rupture and draining of an icing blister may leave an empty cavity. Icing blisters are distinguished from frost blisters by the absence of a covering layer of seasonally frozen ground; they are distinguished from icing mounds by the layer of clear ice, and in some cases by the presence of an empty cavity. They have also been termed ""ice blisters"" (not recommended).",,,,t0172,,,,https://doi.org/10.4224/20386732
http://w3id.org/permafrost/v/nrcglossary/t0173,icing glade,,An area kept clear of trees and shrubs by the annual occurrence of icings.,Icing glades along streams may also show the effects of lateral erosion occurring along the edges of the icings during and after the snowmelt.,,,,t0173,,,,https://doi.org/10.4224/20386733
http://w3id.org/permafrost/v/nrcglossary/t0174,icing mound,butte de gla�age ,"A seasonal frost mound consisting exclusively of thinly layered ice, formed by freezing of successive flows of water issuing from the ground or from below river ice.",Icing mounds may incorporate snow.,,ice mound,,t0174,,,,https://doi.org/10.4224/20386734
http://w3id.org/permafrost/v/nrcglossary/t0175,inactive ice wedge,,An ice wedge that is no longer growing.,Inactive ice wedges can be stable and remain unchanged for decades or centuries.,,,,t0175,,,,https://doi.org/10.4224/20386735
